inning,top,ab_id,g_id,p_score,batter_id,pitcher_id,stand,p_throws,event,o
6.0,0.0,2019006983.0,201900093.0,0.0,518692,543022,L,R,Groundout,2
6.0,0.0,2019006984.0,201900093.0,0.0,660670,543022,R,R,Groundout,3
7.0,1.0,2019006985.0,201900093.0,6.0,592178,641438,R,R,Groundout,1
7.0,1.0,2019006986.0,201900093.0,6.0,519203,641438,L,R,Hit By Pitch,1
7.0,1.0,2019006987.0,201900093.0,6.0,595879,641438,R,R,Strikeout,2
7.0,1.0,2019006988.0,201900093.0,6.0,575929,641438,R,R,Walk,2
7.0,1.0,2019006989.0,201900093.0,6.0,518614,641438,L,R,Lineout,3
7.0,0.0,2019006990.0,201900093.0,0.0,455976,543557,L,L,Double,0
7.0,0.0,2019006991.0,201900093.0,0.0,645277,543557,R,L,Lineout,1
7.0,0.0,2019006992.0,201900093.0,0.0,435263,543557,L,L,Sac Fly,2
7.0,0.0,2019006993.0,201900093.0,0.0,621020,543557,R,L,Single,2
7.0,0.0,2019006994.0,201900093.0,0.0,641438,543557,R,L,Strikeout,3
8.0,1.0,2019006995.0,201900093.0,7.0,656941,641438,L,R,Groundout,1
8.0,1.0,2019006996.0,201900093.0,7.0,450314,641438,L,R,Pop Out,2
8.0,1.0,2019006997.0,201900093.0,7.0,657145,641438,R,R,Single,2
8.0,1.0,2019006998.0,201900093.0,7.0,546991,641438,R,R,Groundout,3
8.0,0.0,2019006999.0,201900093.0,0.0,542255,543557,L,L,Single,0
8.0,0.0,2019007000.0,201900093.0,0.0,518626,543557,R,L,Grounded Into DP,2
8.0,0.0,2019007001.0,201900093.0,0.0,518692,543557,L,L,Single,2
8.0,0.0,2019007002.0,201900093.0,0.0,660670,543557,R,L,Catcher Interference,2
8.0,0.0,2019007003.0,201900093.0,0.0,455976,543557,L,L,Double,2
8.0,0.0,2019007004.0,201900093.0,0.0,645277,543557,R,L,Strikeout,3
9.0,1.0,2019007005.0,201900093.0,9.0,592178,656977,R,R,Single,0
9.0,1.0,2019007006.0,201900093.0,9.0,519203,656977,L,R,Home Run,0
9.0,1.0,2019007007.0,201900093.0,9.0,595879,656977,R,R,Home Run,0
9.0,1.0,2019007008.0,201900093.0,9.0,575929,656977,R,R,Flyout,1
9.0,1.0,2019007009.0,201900093.0,9.0,605170,656977,L,R,Single,1
9.0,1.0,2019007010.0,201900093.0,9.0,656941,621345,L,L,Walk,1
9.0,1.0,2019007011.0,201900093.0,9.0,450314,621345,R,L,Walk,1
9.0,1.0,2019007012.0,201900093.0,9.0,657145,621345,R,L,Forceout,2
9.0,1.0,2019007013.0,201900093.0,9.0,546991,621345,R,L,Strikeout,3
1.0,1.0,2019007014.0,201900094.0,0.0,608385,543475,L,R,Groundout,1
1.0,1.0,2019007015.0,201900094.0,0.0,458015,543475,L,R,Walk,1
1.0,1.0,2019007016.0,201900094.0,0.0,624577,543475,R,R,Forceout,2
1.0,1.0,2019007017.0,201900094.0,0.0,553993,543475,R,R,Groundout,3
1.0,0.0,2019007018.0,201900094.0,0.0,624428,641816,L,R,Groundout,1
1.0,0.0,2019007019.0,201900094.0,0.0,516782,641816,R,R,Groundout,2
1.0,0.0,2019007020.0,201900094.0,0.0,465041,641816,R,R,Groundout,3
2.0,1.0,2019007021.0,201900094.0,0.0,594988,543475,L,R,Flyout,1
2.0,1.0,2019007022.0,201900094.0,0.0,606299,543475,R,R,Lineout,2
2.0,1.0,2019007023.0,201900094.0,0.0,571466,543475,L,R,Double,2
2.0,1.0,2019007024.0,201900094.0,0.0,578428,543475,R,R,Intent Walk,2
2.0,1.0,2019007025.0,201900094.0,0.0,641816,543475,R,R,Strikeout,3
2.0,0.0,2019007026.0,201900094.0,0.0,605137,641816,L,R,Groundout,1
2.0,0.0,2019007027.0,201900094.0,0.0,628356,641816,R,R,Strikeout,2
2.0,0.0,2019007028.0,201900094.0,0.0,466320,641816,L,R,Single,2
2.0,0.0,2019007029.0,201900094.0,0.0,543776,641816,L,R,Flyout,3
3.0,1.0,2019007030.0,201900094.0,0.0,608385,543475,L,R,Flyout,1
3.0,1.0,2019007031.0,201900094.0,0.0,458015,543475,L,R,Flyout,2
3.0,1.0,2019007032.0,201900094.0,0.0,624577,543475,R,R,Flyout,3
3.0,0.0,2019007033.0,201900094.0,0.0,621028,641816,R,R,Flyout,1
3.0,0.0,2019007034.0,201900094.0,0.0,543475,641816,R,R,Strikeout,2
3.0,0.0,2019007035.0,201900094.0,0.0,624428,641816,L,R,Single,2
3.0,0.0,2019007036.0,201900094.0,0.0,516782,641816,R,R,Strikeout,3
4.0,1.0,2019007037.0,201900094.0,0.0,553993,543475,R,R,Groundout,1
4.0,1.0,2019007038.0,201900094.0,0.0,594988,543475,L,R,Walk,1
4.0,1.0,2019007039.0,201900094.0,0.0,606299,543475,R,R,Single,1
4.0,1.0,2019007040.0,201900094.0,0.0,571466,543475,L,R,Grounded Into DP,3
4.0,0.0,2019007041.0,201900094.0,0.0,465041,641816,R,R,Strikeout,1
4.0,0.0,2019007042.0,201900094.0,0.0,605137,641816,L,R,Single,1
4.0,0.0,2019007043.0,201900094.0,0.0,628356,641816,R,R,Strikeout,2
4.0,0.0,2019007044.0,201900094.0,0.0,466320,641816,L,R,Single,3
5.0,1.0,2019007045.0,201900094.0,0.0,578428,543475,R,R,Lineout,1
5.0,1.0,2019007046.0,201900094.0,0.0,641816,543475,R,R,Groundout,2
5.0,1.0,2019007047.0,201900094.0,0.0,608385,543475,L,R,Single,2
5.0,1.0,2019007048.0,201900094.0,0.0,458015,543475,L,R,Strikeout,3
5.0,0.0,2019007049.0,201900094.0,0.0,543776,641816,L,R,Groundout,1
5.0,0.0,2019007050.0,201900094.0,0.0,621028,641816,R,R,Lineout,2
5.0,0.0,2019007051.0,201900094.0,0.0,543475,641816,R,R,Groundout,3
6.0,1.0,2019007052.0,201900094.0,0.0,624577,592468,R,R,Flyout,1
6.0,1.0,2019007053.0,201900094.0,0.0,553993,592468,R,R,Strikeout,2
6.0,1.0,2019007054.0,201900094.0,0.0,594988,592468,L,R,Double,2
6.0,1.0,2019007055.0,201900094.0,0.0,606299,592468,R,R,Flyout,3
6.0,0.0,2019007056.0,201900094.0,0.0,624428,641816,L,R,Lineout,1
6.0,0.0,2019007057.0,201900094.0,0.0,516782,641816,R,R,Double,1
6.0,0.0,2019007058.0,201900094.0,0.0,465041,641816,R,R,Flyout,2
6.0,0.0,2019007059.0,201900094.0,0.0,605137,641816,L,R,Flyout,3
7.0,1.0,2019007060.0,201900094.0,0.0,571466,592468,L,R,Single,0
7.0,1.0,2019007061.0,201900094.0,0.0,578428,592468,R,R,Strikeout,1
7.0,1.0,2019007062.0,201900094.0,0.0,518618,592468,L,R,Flyout,2
7.0,1.0,2019007063.0,201900094.0,0.0,608385,592468,L,R,Groundout,3
7.0,0.0,2019007064.0,201900094.0,0.0,628356,456696,R,R,Pop Out,1
7.0,0.0,2019007065.0,201900094.0,0.0,466320,456696,L,R,Single,1
7.0,0.0,2019007066.0,201900094.0,0.0,543776,456696,L,R,Single,1
7.0,0.0,2019007067.0,201900094.0,0.0,621028,456696,R,R,Groundout,2
7.0,0.0,2019007068.0,201900094.0,0.0,592567,593974,L,L,Groundout,3
8.0,1.0,2019007069.0,201900094.0,1.0,458015,593144,L,R,Flyout,1
8.0,1.0,2019007070.0,201900094.0,1.0,624577,593144,R,R,Groundout,2
8.0,1.0,2019007071.0,201900094.0,1.0,553993,593144,R,R,Walk,2
8.0,1.0,2019007072.0,201900094.0,1.0,594988,593144,L,R,Strikeout,3
8.0,0.0,2019007073.0,201900094.0,0.0,624428,593974,L,L,Lineout,1
8.0,0.0,2019007074.0,201900094.0,0.0,516782,547179,R,R,Single,1
8.0,0.0,2019007075.0,201900094.0,0.0,465041,547179,R,R,Single,1
8.0,0.0,2019007076.0,201900094.0,0.0,605137,547179,L,R,Single,1
8.0,0.0,2019007077.0,201900094.0,0.0,628356,547179,R,R,Grounded Into DP,3
9.0,1.0,2019007078.0,201900094.0,2.0,606299,553878,R,L,Groundout,1
9.0,1.0,2019007079.0,201900094.0,2.0,461314,553878,R,L,Strikeout,1
9.0,1.0,2019007080.0,201900094.0,2.0,578428,553878,R,L,Double,1
9.0,1.0,2019007081.0,201900094.0,2.0,592200,553878,R,L,Strikeout,2
9.0,1.0,2019007082.0,201900094.0,2.0,571657,553878,R,L,Strikeout,3
1.0,1.0,2019007083.0,201900095.0,0.0,593160,605513,R,R,Strikeout,1
1.0,1.0,2019007084.0,201900095.0,0.0,609275,605513,L,R,Strikeout,2
1.0,1.0,2019007085.0,201900095.0,0.0,460086,605513,L,R,Walk,2
1.0,1.0,2019007086.0,201900095.0,0.0,624585,605513,R,R,Double,2
1.0,1.0,2019007087.0,201900095.0,0.0,656811,605513,L,R,Walk,2
1.0,1.0,2019007088.0,201900095.0,0.0,446263,605513,L,R,Strikeout,3
1.0,0.0,2019007089.0,201900095.0,1.0,543281,596001,R,R,Walk,0
1.0,0.0,2019007090.0,201900095.0,1.0,592206,596001,R,R,Walk,0
1.0,0.0,2019007091.0,201900095.0,1.0,408234,596001,R,R,Single,0
1.0,0.0,2019007092.0,201900095.0,1.0,592348,596001,L,R,Forceout,1
1.0,0.0,2019007093.0,201900095.0,1.0,600869,596001,L,R,Strikeout,2
1.0,0.0,2019007094.0,201900095.0,1.0,621514,596001,L,R,Double,2
1.0,0.0,2019007095.0,201900095.0,1.0,640460,596001,R,R,Strikeout,3
2.0,1.0,2019007096.0,201900095.0,2.0,572008,605513,R,R,Strikeout,1
2.0,1.0,2019007097.0,201900095.0,2.0,455117,605513,R,R,Groundout,2
2.0,1.0,2019007098.0,201900095.0,2.0,571740,605513,L,R,Strikeout,3
2.0,0.0,2019007099.0,201900095.0,1.0,606988,596001,R,R,Groundout,1
2.0,0.0,2019007100.0,201900095.0,1.0,474568,596001,R,R,Groundout,2
2.0,0.0,2019007101.0,201900095.0,1.0,543281,596001,R,R,Flyout,3
3.0,1.0,2019007102.0,201900095.0,2.0,593160,605513,R,R,Single,0
3.0,1.0,2019007103.0,201900095.0,2.0,609275,605513,L,R,Strikeout,1
3.0,1.0,2019007104.0,201900095.0,2.0,460086,605513,L,R,Single,1
3.0,1.0,2019007105.0,201900095.0,2.0,624585,605513,R,R,Single,1
3.0,1.0,2019007106.0,201900095.0,2.0,656811,605513,L,R,Pop Out,2
3.0,1.0,2019007107.0,201900095.0,2.0,446263,605513,L,R,Pop Out,3
3.0,0.0,2019007108.0,201900095.0,2.0,592206,596001,R,R,Strikeout,1
3.0,0.0,2019007109.0,201900095.0,2.0,408234,596001,R,R,Groundout,2
3.0,0.0,2019007110.0,201900095.0,2.0,592348,596001,L,R,Double,2
3.0,0.0,2019007111.0,201900095.0,2.0,600869,596001,L,R,Flyout,3
4.0,1.0,2019007112.0,201900095.0,2.0,572008,605513,R,R,Groundout,1
4.0,1.0,2019007113.0,201900095.0,2.0,455117,605513,R,R,Flyout,2
4.0,1.0,2019007114.0,201900095.0,2.0,571740,605513,L,R,Groundout,3
4.0,0.0,2019007115.0,201900095.0,2.0,621514,596001,L,R,Strikeout,1
4.0,0.0,2019007116.0,201900095.0,2.0,640460,596001,R,R,Strikeout,2
4.0,0.0,2019007117.0,201900095.0,2.0,606988,596001,R,R,Pop Out,3
5.0,1.0,2019007118.0,201900095.0,2.0,593160,605513,R,R,Triple,0
5.0,1.0,2019007119.0,201900095.0,2.0,609275,605513,L,R,Strikeout,1
5.0,1.0,2019007120.0,201900095.0,2.0,460086,605513,L,R,Sac Fly,2
5.0,1.0,2019007121.0,201900095.0,2.0,624585,605513,R,R,Strikeout,3
5.0,0.0,2019007122.0,201900095.0,3.0,474568,596001,R,R,Flyout,1
5.0,0.0,2019007123.0,201900095.0,3.0,543281,596001,R,R,Single,1
5.0,0.0,2019007124.0,201900095.0,3.0,592206,596001,R,R,Strikeout,2
5.0,0.0,2019007125.0,201900095.0,3.0,408234,596001,R,R,Walk,2
5.0,0.0,2019007126.0,201900095.0,3.0,592348,596001,L,R,Double,2
5.0,0.0,2019007127.0,201900095.0,3.0,600869,596001,L,R,Strikeout,3
6.0,1.0,2019007128.0,201900095.0,3.0,656811,605513,L,R,Single,0
6.0,1.0,2019007129.0,201900095.0,3.0,446263,605513,L,R,Strikeout,1
6.0,1.0,2019007130.0,201900095.0,3.0,572008,605513,R,R,Strikeout,2
6.0,1.0,2019007131.0,201900095.0,3.0,455117,605513,R,R,Forceout,3
6.0,0.0,2019007132.0,201900095.0,3.0,621514,596001,L,R,Pop Out,1
6.0,0.0,2019007133.0,201900095.0,3.0,640460,596001,R,R,Single,1
6.0,0.0,2019007134.0,201900095.0,3.0,606988,596001,R,R,Forceout,2
6.0,0.0,2019007135.0,201900095.0,3.0,474568,596001,R,R,Strikeout,3
7.0,1.0,2019007136.0,201900095.0,3.0,571740,543278,R,L,Groundout,1
7.0,1.0,2019007137.0,201900095.0,3.0,593160,543278,R,L,Lineout,2
7.0,1.0,2019007138.0,201900095.0,3.0,609275,543278,R,L,Groundout,3
7.0,0.0,2019007139.0,201900095.0,3.0,543281,622092,R,R,Walk,0
7.0,0.0,2019007140.0,201900095.0,3.0,592206,622092,R,R,Walk,0
7.0,0.0,2019007141.0,201900095.0,3.0,408234,622092,R,R,Walk,0
7.0,0.0,2019007142.0,201900095.0,3.0,592348,641838,L,R,Walk,0
7.0,0.0,2019007143.0,201900095.0,3.0,600869,641838,L,R,Lineout,1
7.0,0.0,2019007144.0,201900095.0,3.0,621514,641838,L,R,Sac Fly,2
7.0,0.0,2019007145.0,201900095.0,3.0,640460,641838,R,R,Lineout,3
8.0,1.0,2019007146.0,201900095.0,5.0,460086,543278,L,L,Home Run,0
8.0,1.0,2019007147.0,201900095.0,5.0,624585,543278,R,L,Strikeout,1
8.0,1.0,2019007148.0,201900095.0,5.0,656811,543278,L,L,Pop Out,2
8.0,1.0,2019007149.0,201900095.0,5.0,446263,543278,L,L,Pop Out,3
8.0,0.0,2019007150.0,201900095.0,4.0,606988,502202,R,R,Strikeout,1
8.0,0.0,2019007151.0,201900095.0,4.0,474568,502202,R,R,Pop Out,2
8.0,0.0,2019007152.0,201900095.0,4.0,543281,502202,R,R,Strikeout,3
9.0,1.0,2019007153.0,201900095.0,5.0,572008,572888,R,R,Strikeout,1
9.0,1.0,2019007154.0,201900095.0,5.0,455117,572888,R,R,Flyout,2
9.0,1.0,2019007155.0,201900095.0,5.0,571740,572888,L,R,Single,2
9.0,1.0,2019007156.0,201900095.0,5.0,593160,572888,R,R,Groundout,3
1.0,1.0,2019007157.0,201900096.0,0.0,458731,502171,L,R,Single,0
1.0,1.0,2019007158.0,201900096.0,0.0,592450,502171,R,R,Forceout,1
1.0,1.0,2019007159.0,201900096.0,0.0,572228,502171,R,R,Strikeout Double Play,3
1.0,0.0,2019007160.0,201900096.0,0.0,542340,572020,R,L,Home Run,0
1.0,0.0,2019007161.0,201900096.0,0.0,596105,572020,L,L,Pop Out,1
1.0,0.0,2019007162.0,201900096.0,0.0,641820,572020,R,L,Walk,1
1.0,0.0,2019007163.0,201900096.0,0.0,600524,572020,R,L,Single,1
1.0,0.0,2019007164.0,201900096.0,0.0,547004,572020,L,L,Walk,1
1.0,0.0,2019007165.0,201900096.0,0.0,572073,572020,R,L,Strikeout,2
1.0,0.0,2019007166.0,201900096.0,0.0,448801,572020,L,L,Strikeout,3
2.0,1.0,2019007167.0,201900096.0,3.0,596142,502171,R,R,Lineout,1
2.0,1.0,2019007168.0,201900096.0,3.0,595885,502171,L,R,Lineout,2
2.0,1.0,2019007169.0,201900096.0,3.0,518934,502171,R,R,Strikeout,3
2.0,0.0,2019007170.0,201900096.0,0.0,491696,572020,R,L,Groundout,1
2.0,0.0,2019007171.0,201900096.0,0.0,621006,572020,R,L,Groundout,2
2.0,0.0,2019007172.0,201900096.0,0.0,542340,572020,R,L,Single,2
2.0,0.0,2019007173.0,201900096.0,0.0,596105,572020,L,L,Flyout,3
3.0,1.0,2019007174.0,201900096.0,3.0,650402,502171,R,R,Home Run,0
3.0,1.0,2019007175.0,201900096.0,3.0,640449,502171,R,R,Groundout,1
3.0,1.0,2019007176.0,201900096.0,3.0,642180,502171,L,R,Groundout,2
3.0,1.0,2019007177.0,201900096.0,3.0,458731,502171,L,R,Single,2
3.0,1.0,2019007178.0,201900096.0,3.0,592450,502171,R,R,Strikeout,3
3.0,0.0,2019007179.0,201900096.0,1.0,641820,572020,R,L,Flyout,1
3.0,0.0,2019007180.0,201900096.0,1.0,600524,572020,R,L,Strikeout,2
3.0,0.0,2019007181.0,201900096.0,1.0,547004,572020,L,L,Single,2
3.0,0.0,2019007182.0,201900096.0,1.0,572073,572020,R,L,Pickoff 1B,3
4.0,1.0,2019007183.0,201900096.0,3.0,572228,502171,R,R,Groundout,1
4.0,1.0,2019007184.0,201900096.0,3.0,596142,502171,R,R,Flyout,2
4.0,1.0,2019007185.0,201900096.0,3.0,595885,502171,L,R,Walk,2
4.0,1.0,2019007186.0,201900096.0,3.0,518934,502171,R,R,Groundout,3
4.0,0.0,2019007187.0,201900096.0,1.0,572073,572020,R,L,Single,0
4.0,0.0,2019007188.0,201900096.0,1.0,448801,572020,L,L,Strikeout,1
4.0,0.0,2019007189.0,201900096.0,1.0,491696,572020,R,L,Flyout,2
4.0,0.0,2019007190.0,201900096.0,1.0,621006,572020,R,L,Strikeout,3
5.0,1.0,2019007191.0,201900096.0,3.0,650402,502171,R,R,Double,0
5.0,1.0,2019007192.0,201900096.0,3.0,640449,502171,R,R,Groundout,1
5.0,1.0,2019007193.0,201900096.0,3.0,642180,502171,L,R,Groundout,2
5.0,1.0,2019007194.0,201900096.0,3.0,458731,502171,L,R,Flyout,3
5.0,0.0,2019007195.0,201900096.0,1.0,542340,572020,R,L,Strikeout,1
5.0,0.0,2019007196.0,201900096.0,1.0,596105,572020,L,L,Double,1
5.0,0.0,2019007197.0,201900096.0,1.0,641820,572020,R,L,Strikeout,2
5.0,0.0,2019007198.0,201900096.0,1.0,600524,572020,R,L,Single,2
5.0,0.0,2019007199.0,201900096.0,1.0,547004,572020,L,L,Strikeout,3
6.0,1.0,2019007200.0,201900096.0,4.0,592450,502171,R,R,Strikeout,1
6.0,1.0,2019007201.0,201900096.0,4.0,572228,502171,R,R,Groundout,2
6.0,1.0,2019007202.0,201900096.0,4.0,596142,502171,R,R,Home Run,2
6.0,1.0,2019007203.0,201900096.0,4.0,595885,605541,L,R,Single,2
6.0,1.0,2019007204.0,201900096.0,4.0,518934,605541,R,R,Single,2
6.0,1.0,2019007205.0,201900096.0,4.0,650402,605541,R,R,Home Run,2
6.0,1.0,2019007206.0,201900096.0,4.0,640449,605541,R,R,Single,2
6.0,1.0,2019007207.0,201900096.0,4.0,642180,607644,L,L,Strikeout,3
6.0,0.0,2019007208.0,201900096.0,5.0,572073,572020,R,L,Single,0
6.0,0.0,2019007209.0,201900096.0,5.0,448801,572020,L,L,Strikeout,1
6.0,0.0,2019007210.0,201900096.0,5.0,491696,592454,R,R,Walk,1
6.0,0.0,2019007211.0,201900096.0,5.0,621006,592454,R,R,Grounded Into DP,3
7.0,1.0,2019007212.0,201900096.0,4.0,458731,607644,L,L,Groundout,1
7.0,1.0,2019007213.0,201900096.0,4.0,592450,607644,R,L,Strikeout,2
7.0,1.0,2019007214.0,201900096.0,4.0,572228,607644,R,L,Lineout,3
7.0,0.0,2019007215.0,201900096.0,5.0,542340,592454,L,R,Groundout,1
7.0,0.0,2019007216.0,201900096.0,5.0,596105,592454,L,R,Strikeout,2
7.0,0.0,2019007217.0,201900096.0,5.0,641820,592454,R,R,Groundout,3
8.0,1.0,2019007218.0,201900096.0,4.0,596142,607644,R,L,Hit By Pitch,0
8.0,1.0,2019007219.0,201900096.0,4.0,595885,607644,L,L,Walk,0
8.0,1.0,2019007220.0,201900096.0,4.0,518934,571710,R,R,Pop Out,2
8.0,1.0,2019007221.0,201900096.0,4.0,650402,571710,R,R,Single,2
8.0,1.0,2019007222.0,201900096.0,4.0,640449,571710,R,R,Pop Out,3
8.0,0.0,2019007223.0,201900096.0,5.0,600524,502154,R,L,Strikeout,1
8.0,0.0,2019007224.0,201900096.0,5.0,623515,502154,R,L,Walk,1
8.0,0.0,2019007225.0,201900096.0,5.0,572073,502154,R,L,Forceout,2
8.0,0.0,2019007226.0,201900096.0,5.0,593643,502154,R,L,Single,2
8.0,0.0,2019007227.0,201900096.0,5.0,491696,502154,R,L,Forceout,3
9.0,1.0,2019007228.0,201900096.0,4.0,642180,571710,L,R,Single,0
9.0,1.0,2019007229.0,201900096.0,4.0,458731,571710,L,R,Walk,0
9.0,1.0,2019007230.0,201900096.0,4.0,592450,571710,R,R,Strikeout,1
9.0,1.0,2019007231.0,201900096.0,4.0,572228,612434,R,R,Home Run,1
9.0,1.0,2019007232.0,201900096.0,4.0,596142,612434,R,R,Flyout,2
9.0,1.0,2019007233.0,201900096.0,4.0,595885,612434,L,R,Groundout,3
9.0,0.0,2019007234.0,201900096.0,8.0,621006,547973,R,L,Single,0
9.0,0.0,2019007235.0,201900096.0,8.0,542340,547973,R,L,Strikeout,1
9.0,0.0,2019007236.0,201900096.0,8.0,596105,547973,L,L,Flyout,2
9.0,0.0,2019007237.0,201900096.0,8.0,641820,547973,R,L,Lineout,3
1.0,1.0,2019007238.0,201900097.0,0.0,425783,518774,L,R,Hit By Pitch,0
1.0,1.0,2019007239.0,201900097.0,0.0,596059,518774,L,R,Strikeout,1
1.0,1.0,2019007240.0,201900097.0,0.0,462101,518774,R,R,Single,1
1.0,1.0,2019007241.0,201900097.0,0.0,608336,518774,L,R,Home Run,1
1.0,1.0,2019007242.0,201900097.0,0.0,452678,518774,L,R,Walk,1
1.0,1.0,2019007243.0,201900097.0,0.0,608597,518774,L,R,Home Run,1
1.0,1.0,2019007244.0,201900097.0,0.0,523253,518774,R,R,Strikeout,2
1.0,1.0,2019007245.0,201900097.0,0.0,643396,518774,R,R,Single,2
1.0,1.0,2019007246.0,201900097.0,0.0,592261,518774,R,R,Strikeout,3
1.0,0.0,2019007247.0,201900097.0,5.0,594777,450172,L,R,Home Run,0
1.0,0.0,2019007248.0,201900097.0,5.0,545361,450172,R,R,Single,0
1.0,0.0,2019007249.0,201900097.0,5.0,571506,450172,L,R,Walk,0
1.0,0.0,2019007250.0,201900097.0,5.0,592743,450172,R,R,Strikeout,1
1.0,0.0,2019007251.0,201900097.0,5.0,405395,450172,R,R,Walk,1
1.0,0.0,2019007252.0,201900097.0,5.0,600303,450172,L,R,Grounded Into DP,3
2.0,1.0,2019007253.0,201900097.0,1.0,425783,518774,L,R,Single,0
2.0,1.0,2019007254.0,201900097.0,1.0,596059,518774,L,R,Strikeout,1
2.0,1.0,2019007255.0,201900097.0,1.0,462101,518774,R,R,Strikeout,2
2.0,1.0,2019007256.0,201900097.0,1.0,608336,518774,L,R,Groundout,3
2.0,0.0,2019007257.0,201900097.0,5.0,518960,450172,R,R,Groundout,1
2.0,0.0,2019007258.0,201900097.0,5.0,571718,450172,L,R,Strikeout,2
2.0,0.0,2019007259.0,201900097.0,5.0,446359,450172,R,R,Flyout,3
3.0,1.0,2019007260.0,201900097.0,1.0,452678,518774,L,R,Groundout,1
3.0,1.0,2019007261.0,201900097.0,1.0,608597,518774,L,R,Double,1
3.0,1.0,2019007262.0,201900097.0,1.0,523253,518774,R,R,Single,2
3.0,1.0,2019007263.0,201900097.0,1.0,643396,518774,R,R,Double,2
3.0,1.0,2019007264.0,201900097.0,1.0,592261,518774,R,R,Hit By Pitch,2
3.0,1.0,2019007265.0,201900097.0,1.0,425783,518774,L,R,Flyout,3
3.0,0.0,2019007266.0,201900097.0,6.0,594777,450172,L,R,Strikeout,1
3.0,0.0,2019007267.0,201900097.0,6.0,545361,450172,R,R,Home Run,1
3.0,0.0,2019007268.0,201900097.0,6.0,571506,450172,L,R,Flyout,2
3.0,0.0,2019007269.0,201900097.0,6.0,664058,450172,R,R,Single,2
3.0,0.0,2019007270.0,201900097.0,6.0,405395,450172,R,R,Walk,2
3.0,0.0,2019007271.0,201900097.0,6.0,600303,450172,L,R,Lineout,3
4.0,1.0,2019007272.0,201900097.0,2.0,596059,518774,L,R,Groundout,1
4.0,1.0,2019007273.0,201900097.0,2.0,462101,518774,R,R,Single,1
4.0,1.0,2019007274.0,201900097.0,2.0,608336,518774,L,R,Double Play,3
4.0,0.0,2019007275.0,201900097.0,6.0,518960,450172,R,R,Pop Out,1
4.0,0.0,2019007276.0,201900097.0,6.0,571718,450172,L,R,Walk,1
4.0,0.0,2019007277.0,201900097.0,6.0,446359,450172,R,R,Lineout,2
4.0,0.0,2019007278.0,201900097.0,6.0,594777,605488,L,L,Strikeout,3
5.0,1.0,2019007279.0,201900097.0,2.0,452678,518774,L,R,Single,0
5.0,1.0,2019007280.0,201900097.0,2.0,608597,518774,L,R,Walk,0
5.0,1.0,2019007281.0,201900097.0,2.0,523253,572703,R,R,Single,0
5.0,1.0,2019007282.0,201900097.0,2.0,643396,572703,R,R,Flyout,1
5.0,1.0,2019007283.0,201900097.0,2.0,592261,572703,R,R,Flyout,2
5.0,1.0,2019007284.0,201900097.0,2.0,425783,572703,L,R,Double,2
5.0,1.0,2019007285.0,201900097.0,2.0,596059,572703,L,R,Pop Out,3
5.0,0.0,2019007286.0,201900097.0,9.0,545361,605488,R,L,Strikeout,1
5.0,0.0,2019007287.0,201900097.0,9.0,571506,605488,L,L,Single,1
5.0,0.0,2019007288.0,201900097.0,9.0,664058,605488,R,L,Flyout,2
5.0,0.0,2019007289.0,201900097.0,9.0,405395,605488,R,L,Forceout,3
6.0,1.0,2019007290.0,201900097.0,2.0,462101,572703,R,R,Flyout,1
6.0,1.0,2019007291.0,201900097.0,2.0,608336,572703,L,R,Walk,1
6.0,1.0,2019007292.0,201900097.0,2.0,452678,572703,L,R,Grounded Into DP,3
6.0,0.0,2019007293.0,201900097.0,9.0,600303,605488,L,L,Walk,0
6.0,0.0,2019007294.0,201900097.0,9.0,518960,605488,R,L,Strikeout,1
6.0,0.0,2019007295.0,201900097.0,9.0,571718,605488,L,L,Double,1
6.0,0.0,2019007296.0,201900097.0,9.0,446359,605488,R,L,Flyout,2
6.0,0.0,2019007297.0,201900097.0,9.0,594777,605488,L,L,Walk,2
6.0,0.0,2019007298.0,201900097.0,9.0,545361,605488,R,L,Walk,2
6.0,0.0,2019007299.0,201900097.0,9.0,571506,605488,L,L,Groundout,3
7.0,1.0,2019007300.0,201900097.0,3.0,608597,598287,L,R,Pop Out,1
7.0,1.0,2019007301.0,201900097.0,3.0,523253,598287,R,R,Strikeout,2
7.0,1.0,2019007302.0,201900097.0,3.0,643396,598287,R,R,Groundout,3
7.0,0.0,2019007303.0,201900097.0,9.0,664058,491646,R,R,Single,0
7.0,0.0,2019007304.0,201900097.0,9.0,405395,491646,R,R,Single,0
7.0,0.0,2019007305.0,201900097.0,9.0,600303,491646,L,R,Pop Out,1
7.0,0.0,2019007306.0,201900097.0,9.0,518960,491646,R,R,Grounded Into DP,3
8.0,1.0,2019007307.0,201900097.0,3.0,592261,592135,R,R,Single,0
8.0,1.0,2019007308.0,201900097.0,3.0,425783,592135,L,R,Walk,0
8.0,1.0,2019007309.0,201900097.0,3.0,596059,592135,L,R,Strikeout,1
8.0,1.0,2019007310.0,201900097.0,3.0,462101,592135,R,R,Single,1
8.0,1.0,2019007311.0,201900097.0,3.0,608336,592135,L,R,Strikeout,2
8.0,1.0,2019007312.0,201900097.0,3.0,452678,592135,L,R,Single,2
8.0,1.0,2019007313.0,201900097.0,3.0,608597,592135,L,R,Strikeout,3
8.0,0.0,2019007314.0,201900097.0,11.0,571718,664871,L,R,Strikeout,1
